date,chemical,ccg_name,ccg_ods,total_list_size,items,actual_cost
2018-04-01,Edoxaban,NHS Northumberland CCG,00L,325159,18,1137.09
2018-04-01,Edoxaban,NHS South Tyneside CCG,00N,157145,8,239.34
2018-04-01,Edoxaban,NHS Sunderland CCG,00P,283964,61,1698.35
2018-04-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,174986,34,1637.52
2018-04-01,Edoxaban,NHS Blackpool CCG,00R,173268,143,5805.59
2018-04-01,Edoxaban,NHS Bolton CCG,00T,309149,34,1910.35
2018-04-01,Edoxaban,NHS Bury CCG,00V,203952,27,1322.44
2018-04-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,183432,20,1023.54
2018-04-01,Edoxaban,NHS Oldham CCG,00Y,255199,12,636.8
2018-04-01,Edoxaban,NHS East Lancashire CCG,01A,381783,113,5287.12
2018-04-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,233290,11,523.29
2018-04-01,Edoxaban,NHS Greater Preston CCG,01E,209377,15,818.83
2018-04-01,Edoxaban,NHS Halton CCG,01F,131206,109,4873.05
2018-04-01,Edoxaban,NHS Salford CCG,01G,272631,8,420.85
2018-04-01,Edoxaban,NHS North Cumbria CCG,01H,323943,63,2891.8
2018-04-01,Edoxaban,NHS Knowsley CCG,01J,165042,153,7030
2018-04-01,Edoxaban,NHS Morecambe Bay CCG,01K,345853,49,2274.59
2018-04-01,Edoxaban,NHS South Sefton CCG,01T,155072,126,5962.45
2018-04-01,Edoxaban,NHS Southport and Formby CCG,01V,125003,36,1615.28
2018-04-01,Edoxaban,NHS Stockport CCG,01W,311806,123,4775.96
2018-04-01,Edoxaban,NHS St Helens CCG,01X,197525,216,10467.33
2018-04-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,247784,11,534.68
2018-04-01,Edoxaban,NHS Trafford CCG,02A,241640,68,2424.84
2018-04-01,Edoxaban,NHS Warrington CCG,02E,218036,74,3512.71
2018-04-01,Edoxaban,NHS West Lancashire CCG,02G,113697,47,2146.68
2018-04-01,Edoxaban,NHS Wigan Borough CCG,02H,327689,495,25874.24
2018-04-01,Edoxaban,NHS Fylde and Wyre CCG,02M,177378,185,8066.01
2018-04-01,Edoxaban,NHS Barnsley CCG,02P,260302,2,136.45
2018-04-01,Edoxaban,NHS Bassetlaw CCG,02Q,117284,4,181.93
2018-04-01,Edoxaban,NHS Calderdale CCG,02T,220467,17,872.66
2018-04-01,Edoxaban,NHS Doncaster CCG,02X,320467,3,181.94
2018-04-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,304028,23,960.64
2018-04-01,Edoxaban,NHS Hull CCG,03F,299148,8,409.37
2018-04-01,Edoxaban,NHS North East Lincolnshire CCG,03H,169523,19,637.68
2018-04-01,Edoxaban,NHS North Lincolnshire CCG,03K,178861,116,4639.69
2018-04-01,Edoxaban,NHS Rotherham CCG,03L,263020,1,45.49
2018-04-01,Edoxaban,NHS Sheffield CCG,03N,600514,30,1115.52
2018-04-01,Edoxaban,NHS Vale of York CCG,03Q,357038,73,2807.31
2018-04-01,Edoxaban,NHS Wakefield CCG,03R,373364,159,7781.28
2018-04-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,329015,69,3192.74
2018-04-01,Edoxaban,NHS Leicester City CCG,04C,408714,29,1047.09
2018-04-01,Edoxaban,NHS West Leicestershire CCG,04V,392564,52,2240.01
2018-04-01,Edoxaban,NHS Cannock Chase CCG,04Y,133160,32,1956.17
2018-04-01,Edoxaban,NHS East Staffordshire CCG,05D,141923,55,2150.1
2018-04-01,Edoxaban,NHS North Staffordshire CCG,05G,218075,77,3707.12
2018-04-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,212367,89,4005.21
2018-04-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,149092,36,1433.96
2018-04-01,Edoxaban,NHS Stoke on Trent CCG,05W,290815,97,4685.05
2018-04-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,967307,946,38539.13
2018-04-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,598086,194,7011.85
2018-04-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,407512,10,545.78
2018-04-01,Edoxaban,NHS Herts Valleys CCG,06N,645655,173,7425.35
2018-04-01,Edoxaban,NHS Mid Essex CCG,06Q,391186,92,3630.51
2018-04-01,Edoxaban,NHS North East Essex CCG,06T,351777,130,5913.16
2018-04-01,Edoxaban,NHS Thurrock CCG,07G,176290,67,2673.87
2018-04-01,Edoxaban,NHS West Essex CCG,07H,312948,168,6953.35
2018-04-01,Edoxaban,NHS West Suffolk CCG,07K,250598,143,6460.99
2018-04-01,Edoxaban,NHS Brighton and Hove CCG,09D,317787,3,136.47
2018-04-01,Edoxaban,NHS Oxfordshire CCG,10Q,743781,38,1774.72
2018-04-01,Edoxaban,NHS Portsmouth CCG,10R,230563,66,1903.65
2018-04-01,Edoxaban,NHS Dorset CCG,11J,800823,428,20076.42
2018-04-01,Edoxaban,NHS Gloucestershire CCG,11M,646580,55,1322.98
2018-04-01,Edoxaban,NHS Kernow CCG,11N,574763,53,2422.47
2018-04-01,Edoxaban,NHS Somerset CCG,11X,574614,403,17781.47
2018-04-01,Edoxaban,NHS Wirral CCG,12F,336210,164,7964.05
2018-04-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,525902,61,2085.08
2018-04-01,Edoxaban,NHS Manchester CCG,14L,641098,41,1411.47
2018-04-01,Edoxaban,NHS Buckinghamshire CCG,14Y,559176,684,32582.5
2018-04-01,Edoxaban,NHS Berkshire West CCG,15A,543512,88,4688.01
2018-04-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1008055,199,6255.02
2018-04-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1310267,435,22466.92
2018-04-01,Edoxaban,NHS Leeds CCG,15F,880067,630,27407.66
2018-04-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1048933,67,3434.29
2018-04-01,Edoxaban,NHS Devon CCG,15N,1224410,253,9888.54
2018-04-01,Edoxaban,NHS Tees Valley CCG,16C,701709,135,6246.43
2018-04-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,792642,188,5528.66
2018-04-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1052661,2562,108474.53
2018-04-01,Edoxaban,NHS Cheshire CCG,27D,764785,135,6331.83
2018-04-01,Edoxaban,NHS Bradford District and Craven CCG,36J,632358,170,7542.26
2018-04-01,Edoxaban,NHS South West London CCG,36L,1664994,472,16403.97
2018-04-01,Edoxaban,NHS North Yorkshire CCG,42D,427077,337,14054.72
2018-04-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1081507,93,4016.52
2018-04-01,Edoxaban,NHS West Sussex CCG,70F,889008,91,3819.36
2018-04-01,Edoxaban,NHS Lincolnshire CCG,71E,786736,555,16991.5
2018-04-01,Edoxaban,NHS South East London CCG,72Q,1959324,950,41729.04
2018-04-01,Edoxaban,NHS Northamptonshire CCG,78H,764266,60,2321.1
2018-04-01,Edoxaban,NHS County Durham CCG,84H,551550,36,1489.97
2018-04-01,Edoxaban,NHS Kent and Medway CCG,91Q,1884678,126,6521.23
2018-04-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1087696,1649,92300.89
2018-04-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,935328,782,29210.39
2018-04-01,Edoxaban,NHS North Central London CCG,93C,1617848,305,11260.44
2018-04-01,Edoxaban,NHS East Sussex CCG,97R,554926,79,3235.92
2018-04-01,Edoxaban,NHS Liverpool CCG,99A,532988,316,14664.98
2018-04-01,Edoxaban,NHS North Tyneside CCG,99C,218862,42,1390.08
2018-04-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,278874,115,6107.63
2018-04-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,185146,57,2877.02
2018-04-01,Edoxaban,NHS Southend CCG,99G,188155,22,1035.13
2018-04-01,Edoxaban,NHS North East London CCG,A3A8R,2175833,616,24537.49
2018-04-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,992363,186,8021.75
2018-04-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1461989,263,14407.61
2018-04-01,Edoxaban,NHS Frimley CCG,D4U1Y,783310,161,8463.37
2018-04-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1639789,974,47373.91
2018-04-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1008153,1131,53007.02
2018-04-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,496215,10,511.76
2018-04-01,Edoxaban,NHS North West London CCG,W2U3Z,2433209,129,5367.48
2018-04-01,Edoxaban,NHS Kirklees CCG,X2C4Y,442214,108,4922.64
2018-05-01,Edoxaban,NHS Northumberland CCG,00L,325449,22,1318.63
2018-05-01,Edoxaban,NHS South Tyneside CCG,00N,157173,8,273.26
2018-05-01,Edoxaban,NHS Sunderland CCG,00P,284036,68,2316.6
2018-05-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,175101,44,2091.77
2018-05-01,Edoxaban,NHS Blackpool CCG,00R,173337,154,6380.81
2018-05-01,Edoxaban,NHS Bolton CCG,00T,309360,35,1900.17
2018-05-01,Edoxaban,NHS Bury CCG,00V,204055,33,1594.89
2018-05-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,183567,36,1910.02
2018-05-01,Edoxaban,NHS Oldham CCG,00Y,255453,24,955.37
2018-05-01,Edoxaban,NHS East Lancashire CCG,01A,382268,125,5796.79
2018-05-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,233480,9,409.25
2018-05-01,Edoxaban,NHS Greater Preston CCG,01E,209100,18,1091.29
2018-05-01,Edoxaban,NHS Halton CCG,01F,131384,112,5459.32
2018-05-01,Edoxaban,NHS Salford CCG,01G,273210,6,318.29
2018-05-01,Edoxaban,NHS North Cumbria CCG,01H,324162,70,3163.83
2018-05-01,Edoxaban,NHS Knowsley CCG,01J,165228,164,7549.16
2018-05-01,Edoxaban,NHS Morecambe Bay CCG,01K,345942,54,2546.77
2018-05-01,Edoxaban,NHS South Sefton CCG,01T,155190,140,6199.69
2018-05-01,Edoxaban,NHS Southport and Formby CCG,01V,125027,40,1705.79
2018-05-01,Edoxaban,NHS Stockport CCG,01W,311919,127,5251.11
2018-05-01,Edoxaban,NHS St Helens CCG,01X,197566,230,10567.57
2018-05-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,247929,20,989.1
2018-05-01,Edoxaban,NHS Trafford CCG,02A,241935,74,2694.14
2018-05-01,Edoxaban,NHS Warrington CCG,02E,218111,101,5075.68
2018-05-01,Edoxaban,NHS West Lancashire CCG,02G,113665,70,3211.47
2018-05-01,Edoxaban,NHS Wigan Borough CCG,02H,327968,529,27081.67
2018-05-01,Edoxaban,NHS Fylde and Wyre CCG,02M,177389,231,9808.66
2018-05-01,Edoxaban,NHS Barnsley CCG,02P,260486,1,45.47
2018-05-01,Edoxaban,NHS Bassetlaw CCG,02Q,117409,4,181.89
2018-05-01,Edoxaban,NHS Calderdale CCG,02T,220668,21,1068.81
2018-05-01,Edoxaban,NHS Doncaster CCG,02X,320763,7,307.24
2018-05-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,304227,20,1052.59
2018-05-01,Edoxaban,NHS Hull CCG,03F,299176,5,227.35
2018-05-01,Edoxaban,NHS North East Lincolnshire CCG,03H,169650,18,558.01
2018-05-01,Edoxaban,NHS North Lincolnshire CCG,03K,178944,135,5343.87
2018-05-01,Edoxaban,NHS Rotherham CCG,03L,263157,1,45.47
2018-05-01,Edoxaban,NHS Sheffield CCG,03N,600422,25,1046.3
2018-05-01,Edoxaban,NHS Vale of York CCG,03Q,357272,85,3570.97
2018-05-01,Edoxaban,NHS Wakefield CCG,03R,373738,200,10278.64
2018-05-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,329433,89,3957.52
2018-05-01,Edoxaban,NHS Leicester City CCG,04C,408458,36,1591.96
2018-05-01,Edoxaban,NHS West Leicestershire CCG,04V,393038,52,2409.94
2018-05-01,Edoxaban,NHS Cannock Chase CCG,04Y,133205,37,1683.69
2018-05-01,Edoxaban,NHS East Staffordshire CCG,05D,142125,101,3638.88
2018-05-01,Edoxaban,NHS North Staffordshire CCG,05G,218076,101,5138.25
2018-05-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,212343,101,4130.38
2018-05-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,149226,39,1693.38
2018-05-01,Edoxaban,NHS Stoke on Trent CCG,05W,290995,108,5547.63
2018-05-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,968352,1084,44074.42
2018-05-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,598399,212,7828.77
2018-05-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,407756,16,875.39
2018-05-01,Edoxaban,NHS Herts Valleys CCG,06N,646518,196,10345.06
2018-05-01,Edoxaban,NHS Mid Essex CCG,06Q,391493,105,4383.31
2018-05-01,Edoxaban,NHS North East Essex CCG,06T,352033,178,8188.28
2018-05-01,Edoxaban,NHS Thurrock CCG,07G,176684,69,2423.71
2018-05-01,Edoxaban,NHS West Essex CCG,07H,313273,195,7779.19
2018-05-01,Edoxaban,NHS West Suffolk CCG,07K,250694,146,6561.52
2018-05-01,Edoxaban,NHS Brighton and Hove CCG,09D,317863,6,329.77
2018-05-01,Edoxaban,NHS Oxfordshire CCG,10Q,744900,49,2490.27
2018-05-01,Edoxaban,NHS Portsmouth CCG,10R,230470,81,3164.83
2018-05-01,Edoxaban,NHS Dorset CCG,11J,801120,509,24951.33
2018-05-01,Edoxaban,NHS Gloucestershire CCG,11M,647088,60,1504.84
2018-05-01,Edoxaban,NHS Kernow CCG,11N,575182,70,3285.7
2018-05-01,Edoxaban,NHS Somerset CCG,11X,575061,451,19941.69
2018-05-01,Edoxaban,NHS Wirral CCG,12F,336279,195,9111.67
2018-05-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,525682,67,1752.89
2018-05-01,Edoxaban,NHS Manchester CCG,14L,641441,54,1895.57
2018-05-01,Edoxaban,NHS Buckinghamshire CCG,14Y,559599,749,36450.84
2018-05-01,Edoxaban,NHS Berkshire West CCG,15A,543950,107,5599.49
2018-05-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1009308,227,7357.41
2018-05-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1311022,490,25833.55
2018-05-01,Edoxaban,NHS Leeds CCG,15F,879847,721,30498.05
2018-05-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1049519,89,4380.42
2018-05-01,Edoxaban,NHS Devon CCG,15N,1225188,297,10795.36
2018-05-01,Edoxaban,NHS Tees Valley CCG,16C,701666,154,6544.43
2018-05-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,793308,195,6102.78
2018-05-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1053155,2885,121931.01
2018-05-01,Edoxaban,NHS Cheshire CCG,27D,765383,147,6971.19
2018-05-01,Edoxaban,NHS Bradford District and Craven CCG,36J,632895,190,7963.91
2018-05-01,Edoxaban,NHS South West London CCG,36L,1665262,508,18364.04
2018-05-01,Edoxaban,NHS North Yorkshire CCG,42D,427394,355,15214.7
2018-05-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1082045,117,5426.32
2018-05-01,Edoxaban,NHS West Sussex CCG,70F,889921,121,5613.21
2018-05-01,Edoxaban,NHS Lincolnshire CCG,71E,786924,573,18226.57
2018-05-01,Edoxaban,NHS South East London CCG,72Q,1961381,1036,49135.24
2018-05-01,Edoxaban,NHS Northamptonshire CCG,78H,765311,64,2298.37
2018-05-01,Edoxaban,NHS County Durham CCG,84H,551654,53,2126.58
2018-05-01,Edoxaban,NHS Kent and Medway CCG,91Q,1886631,141,7650.85
2018-05-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1088210,1937,106339.15
2018-05-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,936263,862,31416.52
2018-05-01,Edoxaban,NHS North Central London CCG,93C,1618602,296,11599.83
2018-05-01,Edoxaban,NHS East Sussex CCG,97R,555375,175,7277.77
2018-05-01,Edoxaban,NHS Liverpool CCG,99A,533328,356,15753.72
2018-05-01,Edoxaban,NHS North Tyneside CCG,99C,218890,42,1491.69
2018-05-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,279136,131,6618.07
2018-05-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,185214,70,4291.92
2018-05-01,Edoxaban,NHS Southend CCG,99G,188216,23,1102.82
2018-05-01,Edoxaban,NHS North East London CCG,A3A8R,2178774,663,30844.2
2018-05-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,993609,214,9010.54
2018-05-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1463072,315,17117.51
2018-05-01,Edoxaban,NHS Frimley CCG,D4U1Y,784136,196,10537.43
2018-05-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1640411,1085,52598.8
2018-05-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1009213,1331,64229.65
2018-05-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,496656,12,636.56
2018-05-01,Edoxaban,NHS North West London CCG,W2U3Z,2439185,135,5928.81
2018-05-01,Edoxaban,NHS Kirklees CCG,X2C4Y,442550,124,4788.81
2018-06-01,Edoxaban,NHS Northumberland CCG,00L,325602,30,1535.55
2018-06-01,Edoxaban,NHS South Tyneside CCG,00N,157277,9,273.39
2018-06-01,Edoxaban,NHS Sunderland CCG,00P,284042,72,2157.36
2018-06-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,175299,49,2365.61
2018-06-01,Edoxaban,NHS Blackpool CCG,00R,173420,148,6359.21
2018-06-01,Edoxaban,NHS Bolton CCG,00T,309560,39,2144.54
2018-06-01,Edoxaban,NHS Bury CCG,00V,204286,33,1607.02
2018-06-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,183693,37,1819.7
2018-06-01,Edoxaban,NHS Oldham CCG,00Y,255586,22,1069.16
2018-06-01,Edoxaban,NHS East Lancashire CCG,01A,382535,128,6232.81
2018-06-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,233839,10,545.87
2018-06-01,Edoxaban,NHS Greater Preston CCG,01E,209095,12,636.85
2018-06-01,Edoxaban,NHS Halton CCG,01F,131523,129,5986.55
2018-06-01,Edoxaban,NHS Salford CCG,01G,273433,10,500.4
2018-06-01,Edoxaban,NHS North Cumbria CCG,01H,324215,65,3109.82
2018-06-01,Edoxaban,NHS Knowsley CCG,01J,165352,182,8196.06
2018-06-01,Edoxaban,NHS Morecambe Bay CCG,01K,346033,63,2980.2
2018-06-01,Edoxaban,NHS South Sefton CCG,01T,155277,140,6441.14
2018-06-01,Edoxaban,NHS Southport and Formby CCG,01V,125030,44,2104.43
2018-06-01,Edoxaban,NHS Stockport CCG,01W,312226,130,5488.67
2018-06-01,Edoxaban,NHS St Helens CCG,01X,197680,241,11385.66
2018-06-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,248024,26,1199.15
2018-06-01,Edoxaban,NHS Trafford CCG,02A,242127,80,2871.09
2018-06-01,Edoxaban,NHS Warrington CCG,02E,218299,90,4413.18
2018-06-01,Edoxaban,NHS West Lancashire CCG,02G,113545,60,2730
2018-06-01,Edoxaban,NHS Wigan Borough CCG,02H,328210,519,26140.54
2018-06-01,Edoxaban,NHS Fylde and Wyre CCG,02M,177441,227,9985.64
2018-06-01,Edoxaban,NHS Barnsley CCG,02P,260697,4,181.96
2018-06-01,Edoxaban,NHS Bassetlaw CCG,02Q,117489,5,227.44
2018-06-01,Edoxaban,NHS Calderdale CCG,02T,220795,18,978.13
2018-06-01,Edoxaban,NHS Doncaster CCG,02X,321045,2,90.98
2018-06-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,304373,27,1335.79
2018-06-01,Edoxaban,NHS Hull CCG,03F,299377,6,272.95
2018-06-01,Edoxaban,NHS North East Lincolnshire CCG,03H,169765,19,683.21
2018-06-01,Edoxaban,NHS North Lincolnshire CCG,03K,179120,128,5322.83
2018-06-01,Edoxaban,NHS Rotherham CCG,03L,263315,2,90.99
2018-06-01,Edoxaban,NHS Sheffield CCG,03N,600467,20,1026.89
2018-06-01,Edoxaban,NHS Vale of York CCG,03Q,357522,80,3163.22
2018-06-01,Edoxaban,NHS Wakefield CCG,03R,374260,204,9749.79
2018-06-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,329854,153,5825.43
2018-06-01,Edoxaban,NHS Leicester City CCG,04C,409003,42,1638.59
2018-06-01,Edoxaban,NHS West Leicestershire CCG,04V,393317,86,3991.59
2018-06-01,Edoxaban,NHS Cannock Chase CCG,04Y,133306,35,1865.92
2018-06-01,Edoxaban,NHS East Staffordshire CCG,05D,142266,132,4516.01
2018-06-01,Edoxaban,NHS North Staffordshire CCG,05G,218061,95,4640.12
2018-06-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,212480,105,4098.96
2018-06-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,149381,46,1968.47
2018-06-01,Edoxaban,NHS Stoke on Trent CCG,05W,291122,119,5777.52
2018-06-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,969635,1118,44693.9
2018-06-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,598941,241,8402.78
2018-06-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,408199,20,1000.93
2018-06-01,Edoxaban,NHS Herts Valleys CCG,06N,647038,205,8954.67
2018-06-01,Edoxaban,NHS Mid Essex CCG,06Q,391738,123,4543.77
2018-06-01,Edoxaban,NHS North East Essex CCG,06T,352201,197,8812.66
2018-06-01,Edoxaban,NHS Thurrock CCG,07G,176896,86,3039.57
2018-06-01,Edoxaban,NHS West Essex CCG,07H,313703,208,8447.26
2018-06-01,Edoxaban,NHS West Suffolk CCG,07K,250954,141,6226.56
2018-06-01,Edoxaban,NHS Brighton and Hove CCG,09D,317976,8,227.89
2018-06-01,Edoxaban,NHS Oxfordshire CCG,10Q,745543,66,2863.38
2018-06-01,Edoxaban,NHS Portsmouth CCG,10R,230424,83,3211.24
2018-06-01,Edoxaban,NHS Dorset CCG,11J,801454,522,24496.6
2018-06-01,Edoxaban,NHS Gloucestershire CCG,11M,647680,57,1561.65
2018-06-01,Edoxaban,NHS Kernow CCG,11N,575589,80,3742.34
2018-06-01,Edoxaban,NHS Somerset CCG,11X,575486,504,22279.91
2018-06-01,Edoxaban,NHS Wirral CCG,12F,336399,228,11056.17
2018-06-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,525446,58,1653.39
2018-06-01,Edoxaban,NHS Manchester CCG,14L,642017,55,2030.9
2018-06-01,Edoxaban,NHS Buckinghamshire CCG,14Y,560141,769,37668.73
2018-06-01,Edoxaban,NHS Berkshire West CCG,15A,544368,93,4924.27
2018-06-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1010423,237,7618.51
2018-06-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1311943,480,25555.59
2018-06-01,Edoxaban,NHS Leeds CCG,15F,879702,711,29418.09
2018-06-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1049918,83,3936.78
2018-06-01,Edoxaban,NHS Devon CCG,15N,1225743,359,13653.62
2018-06-01,Edoxaban,NHS Tees Valley CCG,16C,702065,147,6769.77
2018-06-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,793929,216,6871.69
2018-06-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1053865,3155,133958.71
2018-06-01,Edoxaban,NHS Cheshire CCG,27D,766105,168,7905.68
2018-06-01,Edoxaban,NHS Bradford District and Craven CCG,36J,633502,189,7740.48
2018-06-01,Edoxaban,NHS South West London CCG,36L,1666031,580,22365.81
2018-06-01,Edoxaban,NHS North Yorkshire CCG,42D,427706,389,16365.33
2018-06-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1082500,122,5538.06
2018-06-01,Edoxaban,NHS West Sussex CCG,70F,890497,139,5918.44
2018-06-01,Edoxaban,NHS Lincolnshire CCG,71E,787357,609,19431.57
2018-06-01,Edoxaban,NHS South East London CCG,72Q,1964160,1121,50640.16
2018-06-01,Edoxaban,NHS Northamptonshire CCG,78H,766119,56,2167.02
2018-06-01,Edoxaban,NHS County Durham CCG,84H,551753,51,2173.11
2018-06-01,Edoxaban,NHS Kent and Medway CCG,91Q,1888323,167,8889.96
2018-06-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1088575,2003,113758.18
2018-06-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,937472,899,33161.65
2018-06-01,Edoxaban,NHS North Central London CCG,93C,1619553,329,12248.22
2018-06-01,Edoxaban,NHS East Sussex CCG,97R,555726,215,8512.65
2018-06-01,Edoxaban,NHS Liverpool CCG,99A,533447,348,15415.12
2018-06-01,Edoxaban,NHS North Tyneside CCG,99C,218951,41,1957.78
2018-06-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,279308,138,7235.14
2018-06-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,185384,80,4300.73
2018-06-01,Edoxaban,NHS Southend CCG,99G,188225,38,1775
2018-06-01,Edoxaban,NHS North East London CCG,A3A8R,2181890,758,31702.45
2018-06-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,994484,229,10114.87
2018-06-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1463990,300,16574.13
2018-06-01,Edoxaban,NHS Frimley CCG,D4U1Y,785308,241,13121.24
2018-06-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1640925,1183,59068.8
2018-06-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1010651,1678,81161.64
2018-06-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,497067,18,773.24
2018-06-01,Edoxaban,NHS North West London CCG,W2U3Z,2446064,126,5339.79
2018-06-01,Edoxaban,NHS Kirklees CCG,X2C4Y,442627,133,5748.41
2018-07-01,Edoxaban,NHS Northumberland CCG,00L,325837,33,1821.13
2018-07-01,Edoxaban,NHS South Tyneside CCG,00N,157389,14,410.55
2018-07-01,Edoxaban,NHS Sunderland CCG,00P,284025,94,2884.77
2018-07-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,175435,47,2251.69
2018-07-01,Edoxaban,NHS Blackpool CCG,00R,173556,177,7468.25
2018-07-01,Edoxaban,NHS Bolton CCG,00T,309866,39,1991.55
2018-07-01,Edoxaban,NHS Bury CCG,00V,204561,40,2006.19
2018-07-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,183899,41,2275.91
2018-07-01,Edoxaban,NHS Oldham CCG,00Y,255831,18,864.87
2018-07-01,Edoxaban,NHS East Lancashire CCG,01A,382890,126,6031.55
